step,load,iter,gdof_sigma,gdof_u,gdof_d,du_abs,dd_abs,err_u,err_d,max_d,d_relaxation,linear_solver_elastic,linear_solver_phase,linear_niter_elastic,linear_niter_phase,linear_converged_elastic,linear_converged_phase,linear_cb_res_elastic,linear_cb_res_phase,linear_res_elastic,linear_res_phase,t_elastic_assemble_iter_s,t_elastic_solve_iter_s,t_phase_assemble_iter_s,t_phase_solve_iter_s,t_elastic_iter_total_s,t_phase_iter_total_s,t_iter_s
0,0.0,1,48092,34416,5956,0.0,0.0,0.0,0.0,0.0,1.0,_default_spsolve,gmres-phase,1,1,True,True,nan,nan,0.0,0.0,1.070560336112976,3.7009516209363937,0.6991667747497559,0.00020517408847808838,4.77151195704937,0.699371948838234,5.4759199768304825
1,0.014000000000000002,1,48092,34416,5956,0.8615541583331394,0.21117043810800956,1.0,1.0,0.008990322672007877,1.0,_default_spsolve,gmres-phase,1,61,True,True,nan,7.24750326315671e-11,2.3743380365327393e-11,7.247505981922579e-11,1.6644621044397354,4.2895268201828,0.26968778669834137,0.025670811533927917,5.953988924622536,0.2953585982322693,6.2542149275541306
1,0.014000000000000002,2,48092,34416,5956,0.0004366241330700005,0.0003836801056556625,0.0005067866353459928,0.0018169214833916175,0.009028939730266554,1.0,_default_spsolve,gmres-phase,1,60,True,True,nan,7.281911081537794e-11,3.480186303529919e-11,7.28191744033564e-11,1.0190452933311462,3.719591274857521,0.24563412368297577,0.024440914392471313,4.738636568188667,0.2700750380754471,5.0136182606220245
1,0.014000000000000002,3,48092,34416,5956,3.3819056717377827e-06,5.6969501985482385e-06,3.9253547081483555e-06,2.6977972151738205e-05,0.009029632909550327,1.0,_default_spsolve,gmres-phase,1,58,True,True,nan,8.284894886086808e-11,3.082988558372141e-11,8.284889666693175e-11,1.0663103014230728,4.039288699626923,0.2656126022338867,0.02672688663005829,5.105599001049995,0.292339488863945,5.402854278683662
1,0.014000000000000002,4,48092,34416,5956,5.312032313831439e-08,9.510449544651915e-08,6.165639458010046e-08,4.50368414720412e-07,0.009029645222976874,1.0,_default_spsolve,gmres-phase,1,58,True,True,nan,8.793265686725348e-11,2.2670557165267875e-11,8.793266845407756e-11,1.0819257944822311,3.919841378927231,0.23025266826152802,0.022270962595939636,5.001767173409462,0.25252363085746765,5.259236231446266
2,0.028000000000000004,1,48092,34416,5956,0.8614476768682469,0.6191666901165043,1.0,1.0,0.03519891103524898,1.0,_default_spsolve,gmres-phase,1,61,True,True,nan,7.351630518662056e-11,2.9348320626454174e-11,7.35163014116919e-11,1.0722618848085403,4.358798310160637,0.2613782584667206,0.029364868998527527,5.431060194969177,0.2907431274652481,5.726762503385544
2,0.028000000000000004,2,48092,34416,5956,0.0025978960032138954,0.0043990224514318735,0.0030157327867647472,0.007104746624215428,0.035655517826157695,1.0,_default_spsolve,gmres-phase,1,60,True,True,nan,7.105295809452581e-11,1.9404841976064824e-11,7.105299189870792e-11,1.0245739668607712,4.097696736454964,0.2693338692188263,0.02356623113155365,5.122270703315735,0.29290010035037994,5.420043632388115
2,0.028000000000000004,3,48092,34416,5956,7.947275177072732e-05,0.00025817940898518224,9.225487966912492e-05,0.0004169788412496842,0.03568704286315506,1.0,_default_spsolve,gmres-phase,1,58,True,True,nan,7.284766754024974e-11,1.8738846263725637e-11,7.284760735532228e-11,1.001020073890686,3.970200002193451,0.2603269964456558,0.026830404996871948,4.971220076084137,0.28715740144252777,5.263379141688347
2,0.028000000000000004,4,48092,34416,5956,4.934914197305849e-06,1.7082269282803284e-05,5.728629062239161e-06,2.7589128348601945e-05,0.03568926582232798,1.0,_default_spsolve,gmres-phase,1,58,True,True,nan,7.40530277233062e-11,1.8347504548993107e-11,7.405300710106817e-11,0.9961207360029221,3.6456215381622314,0.22774358093738556,0.026317104697227478,4.6417422741651535,0.25406068563461304,4.900811046361923
2,0.028000000000000004,5,48092,34416,5956,3.2613293153358503e-07,1.1621655386758901e-06,3.7858704630700983e-07,1.876983302278767e-06,0.03568942260407953,1.0,_default_spsolve,gmres-phase,1,58,True,True,nan,7.667875741554978e-11,2.8183460202207374e-11,7.667873886836625e-11,1.0306589156389236,4.128456875681877,0.2649114429950714,0.02305726706981659,5.159115791320801,0.287968710064888,5.45192788541317
