step,displacement,residual_force_abs
178,0.0017800000000000001,0.0
179,0.0017900000000000001,0.0
180,0.0018000000000000002,0.0
181,0.0018100000000000002,0.0
182,0.0018200000000000002,0.0
183,0.0018300000000000002,0.0
184,0.00184,0.0
185,0.00185,0.0
186,0.00186,0.0
187,0.0018700000000000001,0.0
188,0.0018800000000000002,0.0
189,0.0018900000000000002,0.0
190,0.0019000000000000002,0.0
191,0.0019100000000000002,0.0
192,0.0019200000000000003,0.0
193,0.00193,0.0
194,0.00194,0.0
195,0.0019500000000000001,0.0
196,0.0019600000000000004,0.0
197,0.00197,0.0
198,0.00198,0.0
199,0.00199,0.0
200,0.002,0.0
201,0.00201,0.0
202,0.00202,0.0
203,0.00203,0.0
204,0.00204,0.0
205,0.00205,0.0
206,0.00206,0.0
207,0.0020700000000000002,0.0
208,0.0020800000000000003,0.0
209,0.0020900000000000003,0.0
210,0.0021000000000000003,0.0
211,0.0021100000000000003,0.0
212,0.0021200000000000004,0.0
213,0.0021300000000000004,0.0
214,0.00214,0.0
215,0.00215,0.0
216,0.00216,0.0
217,0.00217,0.0
218,0.00218,0.0
219,0.00219,0.0
220,0.0022,0.0
221,0.00221,0.0
222,0.00222,0.0
223,0.00223,0.0
224,0.0022400000000000002,0.0
225,0.0022500000000000003,0.0
226,0.0022600000000000003,0.0
227,0.0022700000000000003,0.0
228,0.0022800000000000003,0.0
229,0.0022900000000000004,0.0
230,0.0023000000000000004,0.0
231,0.00231,0.0
232,0.00232,0.0
233,0.00233,0.0
234,0.00234,0.0
235,0.00235,0.0
236,0.00236,0.0
237,0.00237,0.0
238,0.00238,0.0
239,0.00239,0.0
240,0.0024000000000000002,0.0
241,0.0024100000000000002,0.0
242,0.0024200000000000003,0.0
243,0.0024300000000000003,0.0
244,0.0024400000000000003,0.0
245,0.0024500000000000004,0.0
246,0.0024600000000000004,0.0
247,0.0024700000000000004,0.0
248,0.00248,0.0
249,0.00249,0.0
250,0.0025,0.0
251,0.00251,0.0
252,0.00252,0.0
253,0.00253,0.0
254,0.00254,0.0
255,0.00255,0.0
256,0.00256,0.0
257,0.0025700000000000002,0.0
258,0.0025800000000000003,0.0
259,0.0025900000000000003,0.0
260,0.0026000000000000003,0.0
261,0.0026100000000000003,0.0
262,0.0026200000000000004,0.0
263,0.0026300000000000004,0.0
264,0.0026400000000000004,0.0
265,0.00265,0.0
266,0.00266,0.0
267,0.00267,0.0
268,0.00268,0.0
269,0.00269,0.0
270,0.0027,0.0
271,0.00271,0.0
272,0.00272,0.0
273,0.0027300000000000002,0.0
274,0.0027400000000000002,0.0
275,0.0027500000000000003,0.0
276,0.0027600000000000003,0.0
277,0.0027700000000000003,0.0
278,0.0027800000000000004,0.0
279,0.0027900000000000004,0.0
280,0.0028000000000000004,0.0
281,0.0028100000000000004,0.0
282,0.00282,0.0
283,0.00283,0.0
284,0.00284,0.0
285,0.00285,0.0
286,0.00286,0.0
287,0.00287,0.0
288,0.00288,0.0
289,0.00289,0.0
290,0.0029000000000000002,0.0
291,0.0029100000000000003,0.0
292,0.0029200000000000003,0.0
293,0.0029300000000000003,0.0
294,0.0029400000000000003,0.0
295,0.0029500000000000004,0.0
296,0.0029600000000000004,0.0
297,0.0029700000000000004,0.0
298,0.0029800000000000004,0.0
299,0.00299,0.0
300,0.003,0.0
301,0.00301,0.0
302,0.00302,0.0
303,0.00303,0.0
304,0.00304,0.0
305,0.00305,0.0
306,0.0030600000000000002,0.0
307,0.0030700000000000002,0.0
308,0.0030800000000000003,0.0
309,0.0030900000000000003,0.0
310,0.0031000000000000003,0.0
311,0.0031100000000000004,0.0
312,0.0031200000000000004,0.0
313,0.0031300000000000004,0.0
314,0.0031400000000000004,0.0
315,0.0031500000000000005,0.0
316,0.00316,0.0
317,0.00317,0.0
318,0.00318,0.0
319,0.00319,0.0
320,0.0032,0.0
321,0.00321,0.0
322,0.00322,0.0
323,0.0032300000000000002,0.0
324,0.0032400000000000003,0.0
325,0.0032500000000000003,0.0
326,0.0032600000000000003,0.0
327,0.0032700000000000003,0.0
328,0.0032800000000000004,0.0
329,0.0032900000000000004,0.0
330,0.0033000000000000004,0.0
331,0.0033100000000000004,0.0
332,0.0033200000000000005,0.0
333,0.00333,0.0
334,0.00334,0.0
335,0.00335,0.0
336,0.00336,0.0
337,0.00337,0.0
338,0.00338,0.0
339,0.0033900000000000002,0.0
340,0.0034000000000000002,0.0
341,0.0034100000000000003,0.0
342,0.0034200000000000003,0.0
343,0.0034300000000000003,0.0
344,0.0034400000000000003,0.0
345,0.0034500000000000004,0.0
346,0.0034600000000000004,0.0
347,0.0034700000000000004,0.0
348,0.0034800000000000005,0.0
349,0.0034900000000000005,0.0
350,0.0035,0.0
351,0.00351,0.0
352,0.00352,0.0
353,0.00353,0.0
354,0.00354,0.0
355,0.00355,0.0
356,0.0035600000000000002,0.0
357,0.0035700000000000003,0.0
358,0.0035800000000000003,0.0
359,0.0035900000000000003,0.0
360,0.0036000000000000003,0.0
361,0.0036100000000000004,0.0
362,0.0036200000000000004,0.0
363,0.0036300000000000004,0.0
364,0.0036400000000000004,0.0
365,0.0036500000000000005,0.0
366,0.0036600000000000005,0.0
367,0.00367,0.0
368,0.00368,0.0
369,0.00369,0.0
370,0.0037,0.0
371,0.00371,0.0
372,0.00372,0.0
373,0.0037300000000000002,0.0
374,0.0037400000000000003,0.0
375,0.0037500000000000003,0.0
376,0.0037600000000000003,0.0
377,0.0037700000000000003,0.0
378,0.0037800000000000004,0.0
379,0.0037900000000000004,0.0
380,0.0038000000000000004,0.0
381,0.0038100000000000005,0.0
382,0.0038200000000000005,0.0
383,0.0038300000000000005,0.0
384,0.0038400000000000005,0.0
385,0.00385,0.0
386,0.00386,0.0
387,0.00387,0.0
388,0.00388,0.0
389,0.0038900000000000002,0.0
390,0.0039000000000000003,0.0
391,0.00391,0.0
392,0.003920000000000001,0.0
393,0.00393,0.0
394,0.00394,0.0
395,0.00395,0.0
396,0.00396,0.0
397,0.0039700000000000004,0.0
398,0.00398,0.0
399,0.0039900000000000005,0.0
400,0.004,0.0
401,0.0040100000000000005,0.0
402,0.00402,0.0
403,0.004030000000000001,0.0
404,0.00404,0.0
405,0.004050000000000001,0.0
406,0.00406,0.0
407,0.004070000000000001,0.0
408,0.00408,0.0
409,0.004090000000000001,0.0
410,0.0041,0.0
411,0.00411,0.0
412,0.00412,0.0
413,0.00413,0.0
414,0.0041400000000000005,0.0
415,0.00415,0.0
416,0.0041600000000000005,0.0
417,0.00417,0.0
418,0.0041800000000000006,0.0
419,0.00419,0.0
420,0.004200000000000001,0.0
421,0.00421,0.0
422,0.004220000000000001,0.0
423,0.00423,0.0
424,0.004240000000000001,0.0
425,0.00425,0.0
426,0.004260000000000001,0.0
427,0.00427,0.0
428,0.00428,0.0
429,0.00429,0.0
430,0.0043,0.0
431,0.0043100000000000005,0.0
432,0.00432,0.0
433,0.0043300000000000005,0.0
434,0.00434,0.0
435,0.004350000000000001,0.0
436,0.00436,0.0
437,0.004370000000000001,0.0
438,0.00438,0.0
439,0.004390000000000001,0.0
440,0.0044,0.0
441,0.004410000000000001,0.0
442,0.00442,0.0
443,0.004430000000000001,0.0
444,0.00444,0.0
445,0.00445,0.0
446,0.00446,0.0
447,0.00447,0.0
448,0.0044800000000000005,0.0
449,0.00449,0.0
450,0.0045000000000000005,0.0
451,0.00451,0.0
452,0.004520000000000001,0.0
453,0.00453,0.0
454,0.004540000000000001,0.0
455,0.00455,0.0
456,0.004560000000000001,0.0
457,0.00457,0.0
458,0.004580000000000001,0.0
459,0.00459,0.0
460,0.004600000000000001,0.0
461,0.00461,0.0
462,0.00462,0.0
463,0.0046300000000000004,0.0
464,0.00464,0.0
465,0.0046500000000000005,0.0
466,0.00466,0.0
467,0.0046700000000000005,0.0
468,0.00468,0.0
469,0.004690000000000001,0.0
470,0.0047,0.0
471,0.004710000000000001,0.0
472,0.00472,0.0
473,0.004730000000000001,0.0
474,0.00474,0.0
475,0.004750000000000001,0.0
476,0.00476,0.0
477,0.004770000000000001,0.0
478,0.00478,0.0
479,0.00479,0.0
480,0.0048000000000000004,0.0
481,0.00481,0.0
482,0.0048200000000000005,0.0
483,0.00483,0.0
484,0.0048400000000000006,0.0
485,0.00485,0.0
486,0.004860000000000001,0.0
487,0.00487,0.0
488,0.004880000000000001,0.0
489,0.00489,0.0
490,0.004900000000000001,0.0
491,0.00491,0.0
492,0.004920000000000001,0.0
493,0.00493,0.0
494,0.004940000000000001,0.0
495,0.00495,0.0
496,0.00496,0.0
497,0.0049700000000000005,0.0
498,0.00498,0.0
499,0.0049900000000000005,0.0
500,0.005,0.0
501,0.0050100000000000006,0.0
502,0.00502,0.0
503,0.005030000000000001,0.0
504,0.00504,0.0
505,0.005050000000000001,0.0
506,0.00506,0.0
507,0.005070000000000001,0.0
508,0.00508,0.0
509,0.005090000000000001,0.0
510,0.0051,0.0
511,0.005110000000000001,0.0
512,0.00512,0.0
513,0.00513,0.0
514,0.0051400000000000005,0.0
515,0.00515,0.0
516,0.0051600000000000005,0.0
517,0.00517,0.0
518,0.005180000000000001,0.0
519,0.00519,0.0
520,0.005200000000000001,0.0
521,0.00521,0.0
522,0.005220000000000001,0.0
523,0.00523,0.0
524,0.005240000000000001,0.0
525,0.00525,0.0
526,0.005260000000000001,0.0
527,0.00527,0.0
528,0.005280000000000001,0.0
529,0.00529,0.0
530,0.0053,0.0
531,0.0053100000000000005,0.0
532,0.00532,0.0
533,0.0053300000000000005,0.0
534,0.00534,0.0
535,0.005350000000000001,0.0
536,0.00536,0.0
537,0.005370000000000001,0.0
538,0.00538,0.0
539,0.005390000000000001,0.0
540,0.0054,0.0
541,0.005410000000000001,0.0
542,0.00542,0.0
543,0.005430000000000001,0.0
544,0.00544,0.0
545,0.005450000000000001,0.0
546,0.0054600000000000004,0.0
547,0.00547,0.0
548,0.0054800000000000005,0.0
549,0.00549,0.0
550,0.0055000000000000005,0.0
551,0.00551,0.0
552,0.005520000000000001,0.0
553,0.00553,0.0
554,0.005540000000000001,0.0
555,0.00555,0.0
556,0.005560000000000001,0.0
557,0.00557,0.0
558,0.005580000000000001,0.0
559,0.00559,0.0
560,0.005600000000000001,0.0
561,0.00561,0.0
562,0.005620000000000001,0.0
563,0.0056300000000000005,0.0
564,0.00564,0.0
565,0.0056500000000000005,0.0
566,0.00566,0.0
567,0.0056700000000000006,0.0
568,0.00568,0.0
569,0.005690000000000001,0.0
570,0.0057,0.0
571,0.005710000000000001,0.0
572,0.00572,0.0
573,0.005730000000000001,0.0
574,0.00574,0.0
575,0.005750000000000001,0.0
576,0.00576,0.0
577,0.005770000000000001,0.0
578,0.00578,0.0
579,0.005790000000000001,0.0
580,0.0058000000000000005,0.0
581,0.00581,0.0
582,0.0058200000000000005,0.0
583,0.00583,0.0
584,0.005840000000000001,0.0
585,0.00585,0.0
586,0.005860000000000001,0.0
587,0.00587,0.0
588,0.005880000000000001,0.0
589,0.00589,0.0
590,0.005900000000000001,0.0
591,0.00591,0.0
592,0.005920000000000001,0.0
593,0.00593,0.0
594,0.005940000000000001,0.0
595,0.00595,0.0
596,0.005960000000000001,0.0
597,0.0059700000000000005,0.0
598,0.00598,0.0
599,0.0059900000000000005,0.0
600,0.006,0.0
601,0.006010000000000001,0.0
602,0.00602,0.0
603,0.006030000000000001,0.0
604,0.00604,0.0
605,0.006050000000000001,0.0
606,0.00606,0.0
607,0.006070000000000001,0.0
608,0.00608,0.0
609,0.006090000000000001,0.0
610,0.0061,0.0
611,0.006110000000000001,0.0
612,0.0061200000000000004,0.0
613,0.006130000000000001,0.0
614,0.0061400000000000005,0.0
615,0.00615,0.0
616,0.0061600000000000005,0.0
617,0.00617,0.0
618,0.006180000000000001,0.0
619,0.00619,0.0
620,0.006200000000000001,0.0
621,0.00621,0.0
622,0.006220000000000001,0.0
623,0.00623,0.0
624,0.006240000000000001,0.0
625,0.00625,0.0
626,0.006260000000000001,0.0
627,0.00627,0.0
628,0.006280000000000001,0.0
629,0.0062900000000000005,0.0
630,0.006300000000000001,0.0
631,0.0063100000000000005,0.0
632,0.00632,0.0
633,0.0063300000000000006,0.0
634,0.00634,0.0
635,0.006350000000000001,0.0
636,0.00636,0.0
637,0.006370000000000001,0.0
638,0.00638,0.0
639,0.006390000000000001,0.0
640,0.0064,0.0
641,0.006410000000000001,0.0
642,0.00642,0.0
643,0.006430000000000001,0.0
644,0.00644,0.0
645,0.006450000000000001,0.0
646,0.0064600000000000005,0.0
647,0.006470000000000001,0.0
648,0.0064800000000000005,0.0
649,0.00649,0.0
650,0.006500000000000001,0.0
651,0.00651,0.0
652,0.006520000000000001,0.0
653,0.00653,0.0
654,0.006540000000000001,0.0
655,0.00655,0.0
656,0.006560000000000001,0.0
657,0.00657,0.0
658,0.006580000000000001,0.0
659,0.00659,0.0
660,0.006600000000000001,0.0
661,0.00661,0.0
662,0.006620000000000001,0.0
663,0.0066300000000000005,0.0
664,0.006640000000000001,0.0
665,0.0066500000000000005,0.0
666,0.00666,0.0
667,0.006670000000000001,0.0
668,0.00668,0.0
669,0.006690000000000001,0.0
670,0.0067,0.0
671,0.006710000000000001,0.0
672,0.00672,0.0
673,0.006730000000000001,0.0
674,0.00674,0.0
675,0.006750000000000001,0.0
676,0.00676,0.0
677,0.006770000000000001,0.0
678,0.0067800000000000004,0.0
679,0.006790000000000001,0.0
680,0.0068000000000000005,0.0
681,0.006810000000000001,0.0
682,0.0068200000000000005,0.0
683,0.00683,0.0
684,0.006840000000000001,0.0
685,0.00685,0.0
686,0.006860000000000001,0.0
687,0.00687,0.0
688,0.006880000000000001,0.0
689,0.00689,0.0
690,0.006900000000000001,0.0
691,0.00691,0.0
692,0.006920000000000001,0.0
693,0.00693,0.0
694,0.006940000000000001,0.0
695,0.0069500000000000004,0.0
696,0.006960000000000001,0.0
697,0.0069700000000000005,0.0
698,0.006980000000000001,0.0
699,0.0069900000000000006,0.0
700,0.007,0.0
701,0.007010000000000001,0.0
702,0.00702,0.0
703,0.007030000000000001,0.0
704,0.00704,0.0
705,0.007050000000000001,0.0
706,0.00706,0.0
707,0.007070000000000001,0.0
708,0.00708,0.0
709,0.007090000000000001,0.0
710,0.0071,0.0
711,0.007110000000000001,0.0
712,0.0071200000000000005,0.0
713,0.007130000000000001,0.0
714,0.0071400000000000005,0.0
715,0.007150000000000001,0.0
716,0.0071600000000000006,0.0
717,0.00717,0.0
718,0.007180000000000001,0.0
719,0.00719,0.0
720,0.007200000000000001,0.0
721,0.00721,0.0
722,0.007220000000000001,0.0
723,0.00723,0.0
724,0.007240000000000001,0.0
725,0.00725,0.0
726,0.007260000000000001,0.0
727,0.00727,0.0
728,0.007280000000000001,0.0
729,0.0072900000000000005,0.0
730,0.007300000000000001,0.0
731,0.0073100000000000005,0.0
732,0.007320000000000001,0.0
733,0.007330000000000001,0.0
734,0.00734,0.0
735,0.007350000000000001,0.0
736,0.00736,0.0
737,0.007370000000000001,0.0
738,0.00738,0.0
739,0.007390000000000001,0.0
740,0.0074,0.0
741,0.007410000000000001,0.0
742,0.00742,0.0
743,0.007430000000000001,0.0
744,0.00744,0.0
745,0.007450000000000001,0.0
746,0.0074600000000000005,0.0
747,0.007470000000000001,0.0
748,0.0074800000000000005,0.0
749,0.007490000000000001,0.0
750,0.007500000000000001,0.0
751,0.00751,0.0
752,0.007520000000000001,0.0
753,0.00753,0.0
754,0.007540000000000001,0.0
755,0.00755,0.0
756,0.007560000000000001,0.0
757,0.00757,0.0
758,0.007580000000000001,0.0
759,0.00759,0.0
760,0.007600000000000001,0.0
761,0.0076100000000000004,0.0
762,0.007620000000000001,0.0
763,0.0076300000000000005,0.0
764,0.007640000000000001,0.0
765,0.0076500000000000005,0.0
766,0.007660000000000001,0.0
767,0.007670000000000001,0.0
768,0.007680000000000001,0.0
769,0.007690000000000001,0.0
770,0.0077,0.0
771,0.007710000000000001,0.0
772,0.00772,0.0
773,0.007730000000000001,0.0
774,0.00774,0.0
775,0.007750000000000001,0.0
776,0.00776,0.0
777,0.007770000000000001,0.0
778,0.0077800000000000005,0.0
779,0.007790000000000001,0.0
780,0.0078000000000000005,0.0
781,0.007810000000000001,0.0
782,0.00782,0.0
783,0.00783,0.0
784,0.007840000000000001,0.0
785,0.007850000000000001,0.0
786,0.00786,0.0
787,0.00787,0.0
788,0.00788,0.0
789,0.007890000000000001,0.0
790,0.0079,0.0
791,0.00791,0.0
792,0.00792,0.0
793,0.007930000000000001,0.0
794,0.007940000000000001,0.0
795,0.00795,0.0
796,0.00796,0.0
797,0.007970000000000001,0.0
798,0.007980000000000001,0.0
799,0.00799,0.0
800,0.008,0.0
801,0.008010000000000001,0.0
802,0.008020000000000001,0.0
803,0.00803,0.0
804,0.00804,0.0
805,0.00805,0.0
806,0.008060000000000001,0.0
807,0.00807,0.0
808,0.00808,0.0
809,0.00809,0.0
810,0.008100000000000001,0.0
811,0.008110000000000001,0.0
812,0.00812,0.0
813,0.00813,0.0
814,0.008140000000000001,0.0
815,0.008150000000000001,0.0
816,0.00816,0.0
817,0.00817,0.0
818,0.008180000000000002,0.0
819,0.008190000000000001,0.0
820,0.0082,0.0
821,0.00821,0.0
822,0.00822,0.0
823,0.008230000000000001,0.0
824,0.00824,0.0
825,0.00825,0.0
826,0.00826,0.0
827,0.008270000000000001,0.0
828,0.008280000000000001,0.0
829,0.00829,0.0
830,0.0083,0.0
831,0.008310000000000001,0.0
832,0.008320000000000001,0.0
833,0.00833,0.0
834,0.00834,0.0
835,0.008350000000000002,0.0
836,0.008360000000000001,0.0
837,0.00837,0.0
838,0.00838,0.0
839,0.00839,0.0
840,0.008400000000000001,0.0
841,0.00841,0.0
842,0.00842,0.0
843,0.00843,0.0
844,0.008440000000000001,0.0
845,0.008450000000000001,0.0
846,0.00846,0.0
847,0.00847,0.0
848,0.008480000000000001,0.0
849,0.008490000000000001,0.0
850,0.0085,0.0
851,0.00851,0.0
852,0.008520000000000002,0.0
853,0.008530000000000001,0.0
854,0.00854,0.0
855,0.00855,0.0
856,0.00856,0.0
857,0.008570000000000001,0.0
858,0.00858,0.0
859,0.00859,0.0
860,0.0086,0.0
861,0.008610000000000001,0.0
862,0.008620000000000001,0.0
863,0.00863,0.0
864,0.00864,0.0
865,0.008650000000000001,0.0
866,0.008660000000000001,0.0
867,0.00867,0.0
868,0.00868,0.0
869,0.008690000000000002,0.0
870,0.008700000000000001,0.0
871,0.00871,0.0
872,0.00872,0.0
873,0.00873,0.0
874,0.008740000000000001,0.0
875,0.00875,0.0
876,0.00876,0.0
877,0.00877,0.0
878,0.008780000000000001,0.0
879,0.008790000000000001,0.0
880,0.0088,0.0
881,0.00881,0.0
882,0.008820000000000001,0.0
883,0.008830000000000001,0.0
884,0.00884,0.0
885,0.00885,0.0
886,0.008860000000000002,0.0
887,0.008870000000000001,0.0
888,0.00888,0.0
889,0.00889,0.0
890,0.0089,0.0
891,0.008910000000000001,0.0
892,0.00892,0.0
893,0.00893,0.0
894,0.00894,0.0
895,0.008950000000000001,0.0
896,0.008960000000000001,0.0
897,0.00897,0.0
898,0.00898,0.0
899,0.008990000000000001,0.0
900,0.009000000000000001,0.0
901,0.00901,0.0
902,0.00902,0.0
903,0.009030000000000002,0.0
904,0.009040000000000001,0.0
905,0.00905,0.0
906,0.00906,0.0
907,0.00907,0.0
908,0.009080000000000001,0.0
909,0.00909,0.0
910,0.0091,0.0
911,0.00911,0.0
912,0.009120000000000001,0.0
913,0.009130000000000001,0.0
914,0.00914,0.0
915,0.00915,0.0
916,0.009160000000000001,0.0
917,0.009170000000000001,0.0
918,0.00918,0.0
919,0.00919,0.0
920,0.009200000000000002,0.0
921,0.009210000000000001,0.0
922,0.00922,0.0
923,0.00923,0.0
924,0.00924,0.0
925,0.009250000000000001,0.0
926,0.009260000000000001,0.0
927,0.00927,0.0
928,0.00928,0.0
929,0.009290000000000001,0.0
930,0.009300000000000001,0.0
931,0.00931,0.0
932,0.00932,0.0
933,0.009330000000000001,0.0
934,0.009340000000000001,0.0
935,0.00935,0.0
936,0.00936,0.0
937,0.009370000000000002,0.0
938,0.009380000000000001,0.0
939,0.00939,0.0
940,0.0094,0.0
941,0.00941,0.0
942,0.009420000000000001,0.0
943,0.009430000000000001,0.0
944,0.00944,0.0
945,0.00945,0.0
946,0.009460000000000001,0.0
947,0.009470000000000001,0.0
948,0.00948,0.0
949,0.00949,0.0
950,0.009500000000000001,0.0
951,0.009510000000000001,0.0
952,0.00952,0.0
953,0.00953,0.0
954,0.009540000000000002,0.0
955,0.009550000000000001,0.0
956,0.00956,0.0
957,0.00957,0.0
958,0.00958,0.0
959,0.009590000000000001,0.0
960,0.009600000000000001,0.0
961,0.00961,0.0
962,0.00962,0.0
963,0.009630000000000001,0.0
964,0.009640000000000001,0.0
965,0.00965,0.0
966,0.00966,0.0
967,0.009670000000000002,0.0
968,0.009680000000000001,0.0
969,0.00969,0.0
970,0.0097,0.0
971,0.009710000000000002,0.0
972,0.009720000000000001,0.0
973,0.00973,0.0
974,0.00974,0.0
975,0.00975,0.0
976,0.009760000000000001,0.0
977,0.009770000000000001,0.0
978,0.00978,0.0
979,0.00979,0.0
980,0.009800000000000001,0.0
981,0.009810000000000001,0.0
982,0.00982,0.0
983,0.00983,0.0
984,0.009840000000000002,0.0
985,0.009850000000000001,0.0
986,0.00986,0.0
987,0.00987,0.0
988,0.009880000000000002,0.0
989,0.009890000000000001,0.0
990,0.0099,0.0
991,0.00991,0.0
992,0.00992,0.0
993,0.009930000000000001,0.0
994,0.009940000000000001,0.0
995,0.00995,0.0
996,0.00996,0.0
997,0.009970000000000001,0.0
998,0.009980000000000001,0.0
999,0.00999,0.0
1000,0.01,0.0
1001,0.010010000000000002,0.0
1002,0.010020000000000001,0.0
1003,0.01003,0.0
1004,0.01004,0.0
1005,0.010050000000000002,0.0
1006,0.010060000000000001,0.0
1007,0.01007,0.0
1008,0.01008,0.0
1009,0.01009,0.0
1010,0.010100000000000001,0.0
1011,0.010110000000000001,0.0
1012,0.01012,0.0
1013,0.01013,0.0
1014,0.010140000000000001,0.0
1015,0.010150000000000001,0.0
1016,0.01016,0.0
1017,0.01017,0.0
1018,0.010180000000000002,0.0
1019,0.010190000000000001,0.0
1020,0.0102,0.0
1021,0.01021,0.0
1022,0.010220000000000002,0.0
1023,0.010230000000000001,0.0
1024,0.01024,0.0
1025,0.01025,0.0
1026,0.01026,0.0
1027,0.010270000000000001,0.0
1028,0.010280000000000001,0.0
1029,0.01029,0.0
1030,0.0103,0.0
1031,0.010310000000000001,0.0
1032,0.010320000000000001,0.0
1033,0.01033,0.0
1034,0.01034,0.0
1035,0.010350000000000002,0.0
1036,0.010360000000000001,0.0
1037,0.01037,0.0
1038,0.01038,0.0
1039,0.010390000000000002,0.0
1040,0.010400000000000001,0.0
1041,0.01041,0.0
1042,0.01042,0.0
1043,0.01043,0.0
1044,0.010440000000000001,0.0
1045,0.010450000000000001,0.0
1046,0.01046,0.0
